L_eff_um,tau_numerical_s,tau_exact_s
20.0,0.003202459169410761,0.003202484988083596
34.199518933533966,0.009364047417259677,0.009364122911516866
58.480354764257285,0.027380640749533888,0.027380861496080752
100.0,0.08006147923527074,0.0800621247020899
170.99759466766963,0.23410118543148847,0.23410307278792114
292.4017738212864,0.684516018738333,0.6845215374020185
499.9999999999999,2.001536980881718,2.0015531175522465
